Neighborhood,N,Cafes,Restaurants,Bars,Nightclubs
South Ozone Park,7,1000,1000,1000,1000
Springfield Gardens North,7,1000,1000,1000,1000
Springfield Gardens South-Brookville,7,1000,1000,1000,1000
Spuyten Duyvil-Kingsbridge,7,1000,1000,1000,1000
St. Albans,7,1000,1000,1000,1000
Stapleton-Rosebank,7,1000,993.9580502,1000,1000
Starrett City,7,1000,1000,1000,1000
Steinway,7,887.7014835,779.8752693,894.6192949,887.7014835
Stuyvesant Heights,7,785.4541945,700.7555576,845.3743773,785.4541945
Stuyvesant Town-Cooper Village,7,715.1033942,611.3297937,651.859086,715.1033942
Sunset Park East,7,967.0294919,769.4069758,1000,967.0294919
Sunset Park West,7,932.3143419,871.0679205,991.9869085,932.3143419
Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,7,1000,1000,1000,1000
Turtle Bay-East Midtown,7,492.5737127,341.4265161,740.9792258,492.5737127
University Heights-Morris Heights,7,1000,1000,1000,1000
Upper East Side-Carnegie Hill,7,444.2700576,366.9814767,869.0466309,444.2700576
Upper West Side,7,589.0484602,413.9249627,957.0365945,589.0484602
Van Cortlandt Village,7,1000,1000,1000,1000
Van Nest-Morris Park-Westchester Square,7,1000,1000,1000,1000
Washington Heights North,7,1000,707.6642538,999.964877,1000
Washington Heights South,7,1000,847.5280086,1000,1000
West Brighton,7,999.0811532,969.2247452,1000,999.0811532
West Concourse,7,1000,1000,1000,1000
West Farms-Bronx River,7,1000,775.9313371,1000,1000
West New Brighton-New Brighton-St. George,7,1000,1000,1000,1000
West Village,7,325.9275633,220.8990354,356.5809414,325.9275633
Westchester-Unionport,7,1000,923.298896,1000,1000
Westerleigh,7,1000,1000,1000,1000
Whitestone,7,1000,1000,1000,1000
Williamsbridge-Olinville,7,1000,1000,1000,1000
Williamsburg,7,986.3650238,801.7513615,903.8875191,986.3650238
Windsor Terrace,7,916.0329894,637.9630966,996.5899532,916.0329894
Woodhaven,7,1000,795.6689954,1000,1000
Woodlawn-Wakefield,7,1000,1000,1000,1000
Woodside,7,974.7459851,633.3657022,979.932711,974.7459851
Yorkville,7,671.4290511,349.5904664,798.2866833,671.4290511
park-cemetery-etc-Bronx,7,1000,998.3502379,1000,1000
park-cemetery-etc-Brooklyn,7,962.9748906,906.0845213,996.3167059,962.9748906
park-cemetery-etc-Manhattan,7,821.9927558,765.8371767,951.6406207,821.9927558
park-cemetery-etc-Queens,7,999.3655801,992.1322089,999.2854578,999.3655801
park-cemetery-etc-Staten Island,7,1000,1000,1000,1000
Airport,8,1000,971.9601548,1000,1000
Allerton-Pelham Gardens,8,1000,1000,1000,1000
Annadale-Huguenot-Prince's Bay-Eltingville,8,1000,936.4243196,1000,1000
Arden Heights,8,1000,1000,1000,1000
Astoria,8,764.6580118,466.1953733,700.3623823,764.6580118
Auburndale,8,1000,1000,1000,1000
Baisley Park,8,1000,1000,1000,1000
Bath Beach,8,1000,997.9865963,1000,1000
Battery Park City-Lower Manhattan,8,466.6671582,456.4307975,817.4313666,466.6671582
Bay Ridge,8,1000,862.9736723,1000,1000
Bayside-Bayside Hills,8,1000,882.6594138,1000,1000
Bedford,8,853.0275023,805.4039669,948.1231786,853.0275023
Bedford Park-Fordham North,8,1000,998.9039968,1000,1000
Bellerose,8,1000,998.6861098,1000,1000
Belmont,8,1000,810.4577421,1000,1000
Bensonhurst East,8,1000,874.9672191,1000,1000
Bensonhurst West,8,1000,839.5994363,1000,1000
Borough Park,8,1000,929.708458,1000,1000
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,8,1000,1000,1000,1000
Briarwood-Jamaica Hills,8,1000,979.6670242,1000,1000
Brighton Beach,8,1000,954.0444433,1000,1000
Bronxdale,8,1000,893.7344977,1000,1000
Brooklyn Heights-Cobble Hill,8,619.9520183,500.975788,949.5541472,619.9520183
Brownsville,8,1000,1000,1000,1000
Bushwick North,8,645.752616,329.5329384,607.1704788,645.752616
Bushwick South,8,718.8110018,658.3878169,743.9584681,718.8110018
Cambria Heights,8,1000,1000,1000,1000
Canarsie,8,1000,1000,1000,1000
Carroll Gardens-Columbia Street-Red Hook,8,841.1244694,653.6174139,899.0873272,841.1244694
Central Harlem North-Polo Grounds,8,997.3209553,778.8642556,1000,997.3209553
Central Harlem South,8,925.1450669,543.9970118,1000,925.1450669
Charleston-Richmond Valley-Tottenville,8,1000,1000,1000,1000
Chinatown,8,373.0257539,225.4708716,500.3459278,373.0257539
Claremont-Bathgate,8,1000,919.3322188,1000,1000
Clinton,8,703.6436559,467.1990133,645.7927526,703.6436559
Clinton Hill,8,757.9589685,554.9223995,898.5738569,757.9589685
Co-op City,8,1000,1000,1000,1000
College Point,8,1000,1000,1000,1000
Corona,8,1000,965.0929412,1000,1000
Crotona Park East,8,1000,1000,1000,1000
Crown Heights North,8,890.9753917,758.3256623,909.097513,890.9753917
Crown Heights South,8,880.9898836,788.861897,941.3702606,880.9898836
Cypress Hills-City Line,8,1000,994.5108301,1000,1000
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,8,591.818111,433.5331884,849.8235391,591.818111
Douglas Manor-Douglaston-Little Neck,8,1000,1000,1000,1000
Dyker Heights,8,1000,985.1879141,1000,1000
East Concourse-Concourse Village,8,1000,1000,1000,1000
East Elmhurst,8,1000,853.0702447,1000,1000
East Flatbush-Farragut,8,1000,1000,1000,1000
East Flushing,8,1000,987.815227,1000,1000
East Harlem North,8,999.772604,639.4484051,1000,999.772604
East Harlem South,8,846.0317594,449.3271186,996.7789799,846.0317594
East New York,8,1000,995.2574187,1000,1000
East New York (Pennsylvania Ave),8,1000,1000,1000,1000
East Tremont,8,1000,917.4052922,1000,1000
East Village,8,314.1150759,162.6317794,248.9444076,314.1150759
East Williamsburg,8,895.3959161,699.5186953,817.3886607,895.3959161
Eastchester-Edenwald-Baychester,8,1000,1000,1000,1000
Elmhurst,8,982.7135076,713.5727846,1000,982.7135076
Elmhurst-Maspeth,8,994.2345989,811.1310652,1000,994.2345989
Erasmus,8,1000,994.7780346,1000,1000
Far Rockaway-Bayswater,8,1000,1000,1000,1000
Flatbush,8,1000,890.3157784,1000,1000
Flatlands,8,1000,1000,1000,1000
Flushing,8,999.1923064,556.6250831,1000,999.1923064
Fordham South,8,1000,982.405787,1000,1000
Forest Hills,8,1000,855.212854,1000,1000
Fort Greene,8,743.719884,459.2106003,816.9719163,743.719884
Fresh Meadows-Utopia,8,1000,996.3150773,1000,1000
Ft. Totten-Bay Terrace-Clearview,8,1000,1000,1000,1000
Georgetown-Marine Park-Bergen Beach-Mill Basin,8,1000,1000,1000,1000
Glen Oaks-Floral Park-New Hyde Park,8,1000,998.5985384,1000,1000
Glendale,8,999.7688075,791.7604605,999.7963016,999.7688075
Gramercy,8,455.3325532,272.0739149,488.8966149,455.3325532
Grasmere-Arrochar-Ft. Wadsworth,8,1000,1000,1000,1000
Gravesend,8,1000,998.946789,1000,1000
Great Kills,8,1000,878.5607581,1000,1000
Greenpoint,8,766.2889348,589.1556393,713.9598665,766.2889348
Grymes Hill-Clifton-Fox Hills,8,1000,1000,1000,1000
Hamilton Heights,8,938.2885564,790.162023,1000,938.2885564
Hammels-Arverne-Edgemere,8,1000,1000,1000,1000
Highbridge,8,1000,1000,1000,1000
Hollis,8,1000,1000,1000,1000
Homecrest,8,1000,991.1549441,1000,1000
Hudson Yards-Chelsea-Flatiron-Union Square,8,541.9834719,379.9605548,634.8699649,541.9834719
Hunters Point-Sunnyside-West Maspeth,8,946.4038833,697.5293161,986.0845784,946.4038833
Hunts Point,8,1000,1000,1000,1000
Jackson Heights,8,981.5963741,731.8568473,1000,981.5963741
Jamaica,8,1000,971.2491595,1000,1000
Jamaica Estates-Holliswood,8,1000,994.2963676,1000,1000
Kensington-Ocean Parkway,8,1000,664.6659334,1000,1000
Kew Gardens,8,1000,972.7020505,1000,1000
Kew Gardens Hills,8,1000,995.9408687,1000,1000
Kingsbridge Heights,8,1000,1000,1000,1000
Laurelton,8,1000,984.8234943,1000,1000
Lenox Hill-Roosevelt Island,8,746.4445627,557.7383692,986.4080181,746.4445627
Lincoln Square,8,589.0588539,486.1983501,828.9835739,589.0588539
Lindenwood-Howard Beach,8,1000,1000,1000,1000
Longwood,8,1000,1000,1000,1000
Lower East Side,8,764.5344127,641.6691533,776.7974013,764.5344127
Madison,8,1000,979.3972051,1000,1000
Manhattanville,8,990.6873169,748.8705116,1000,990.6873169
Marble Hill-Inwood,8,1000,789.6423474,1000,1000
Mariner's Harbor-Arlington-Port Ivory-Graniteville,8,1000,1000,1000,1000
Maspeth,8,1000,953.7853435,999.9643772,1000
Melrose South-Mott Haven North,8,1000,1000,1000,1000
Middle Village,8,998.2708322,971.850729,1000,998.2708322
Midtown-Midtown South,8,325.2706316,255.8390569,537.609252,325.2706316
Midwood,8,1000,1000,1000,1000
Morningside Heights,8,627.8337225,519.3602945,1000,627.8337225
Morrisania-Melrose,8,1000,1000,1000,1000
Mott Haven-Port Morris,8,1000,1000,1000,1000
Mount Hope,8,1000,1000,1000,1000
Murray Hill,8,1000,961.3829205,1000,1000
Murray Hill-Kips Bay,8,591.4305057,432.4990305,873.6208156,591.4305057
New Brighton-Silver Lake,8,1000,1000,1000,1000
New Dorp-Midland Beach,8,1000,1000,1000,1000
New Springville-Bloomfield-Travis,8,1000,1000,1000,1000
North Corona,8,1000,683.8344272,1000,1000
North Riverdale-Fieldston-Riverdale,8,1000,1000,1000,1000
North Side-South Side,8,623.5717902,360.8472278,516.0869076,623.5717902
Norwood,8,1000,1000,1000,1000
Oakland Gardens,8,1000,1000,1000,1000
Oakwood-Oakwood Beach,8,1000,1000,1000,1000
Ocean Hill,8,991.0073964,983.8421908,1000,991.0073964
Ocean Parkway South,8,1000,1000,1000,1000
Old Astoria,8,883.4952129,702.2973603,955.2271327,883.4952129
Old Town-Dongan Hills-South Beach,8,1000,1000,1000,1000
Ozone Park,8,1000,1000,1000,1000
Park Slope-Gowanus,8,523.781637,422.7979931,750.0030773,523.781637
Parkchester,8,1000,869.2522656,1000,1000
Pelham Bay-Country Club-City Island,8,1000,1000,1000,1000
Pelham Parkway,8,1000,998.9071413,1000,1000
Pomonok-Flushing Heights-Hillcrest,8,1000,999.9292771,1000,1000
Port Richmond,8,1000,1000,1000,1000
Prospect Heights,8,438.9947975,323.3126057,551.5424584,438.9947975
Prospect Lefferts Gardens-Wingate,8,1000,952.964617,1000,1000
Queens Village,8,1000,998.4585145,1000,1000
Queensboro Hill,8,1000,945.0180956,1000,1000
Queensbridge-Ravenswood-Long Island City,8,972.8485683,756.5937156,985.2574151,972.8485683
Rego Park,8,1000,818.6234127,1000,1000
Richmond Hill,8,1000,986.8318374,1000,1000
Ridgewood,8,844.1306145,562.7644379,865.2208031,844.1306145
Rikers Island,8,1000,1000,1000,1000
Rosedale,8,1000,980.502438,1000,1000
Rossville-Woodrow,8,1000,1000,1000,1000
Rugby-Remsen Village,8,1000,1000,1000,1000
Schuylerville-Throgs Neck-Edgewater Park,8,1000,1000,1000,1000
Seagate-Coney Island,8,1000,995.4127879,1000,1000
Sheepshead Bay-Gerritsen Beach-Manhattan Beach,8,1000,992.7634719,1000,1000
SoHo-TriBeCa-Civic Center-Little Italy,8,439.5025146,299.2324756,546.8296954,439.5025146
Soundview-Bruckner,8,1000,730.8557242,1000,1000
Soundview-Castle Hill-Clason Point-Harding Park,8,1000,999.4180224,1000,1000
South Jamaica,8,1000,1000,1000,1000
South Ozone Park,8,1000,1000,1000,1000
Springfield Gardens North,8,1000,1000,1000,1000
Springfield Gardens South-Brookville,8,1000,1000,1000,1000
Spuyten Duyvil-Kingsbridge,8,1000,1000,1000,1000
St. Albans,8,1000,1000,1000,1000
Stapleton-Rosebank,8,1000,998.5311771,1000,1000
Starrett City,8,1000,1000,1000,1000
Steinway,8,903.0192819,791.1569381,918.3971637,903.0192819
Stuyvesant Heights,8,843.6900269,756.3134147,855.0846442,843.6900269
Stuyvesant Town-Cooper Village,8,757.3590247,631.0994006,687.0993069,757.3590247
Sunset Park East,8,989.7353844,819.1463599,1000,989.7353844
Sunset Park West,8,951.4781404,898.9873633,996.3846259,951.4781404
Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,8,1000,1000,1000,1000
Turtle Bay-East Midtown,8,525.8191812,361.3345586,811.7126139,525.8191812
University Heights-Morris Heights,8,1000,1000,1000,1000
Upper East Side-Carnegie Hill,8,477.038497,385.6949795,904.0106325,477.038497
Upper West Side,8,635.1158518,432.2479844,970.3514211,635.1158518
Van Cortlandt Village,8,1000,1000,1000,1000
Van Nest-Morris Park-Westchester Square,8,1000,1000,1000,1000
Washington Heights North,8,1000,779.910672,1000,1000
Washington Heights South,8,1000,862.4536039,1000,1000
West Brighton,8,1000,996.6287644,1000,1000
West Concourse,8,1000,1000,1000,1000
West Farms-Bronx River,8,1000,785.3265592,1000,1000
West New Brighton-New Brighton-St. George,8,1000,1000,1000,1000
West Village,8,347.3061318,230.4990767,377.1879176,347.3061318
Westchester-Unionport,8,1000,953.8326495,1000,1000
Westerleigh,8,1000,1000,1000,1000
Whitestone,8,1000,1000,1000,1000
Williamsbridge-Olinville,8,1000,1000,1000,1000
Williamsburg,8,991.3999651,823.6709011,921.0052256,991.3999651
Windsor Terrace,8,955.4197525,663.6105417,998.6811632,955.4197525
Woodhaven,8,1000,817.0764627,1000,1000
Woodlawn-Wakefield,8,1000,1000,1000,1000
Woodside,8,988.6549991,665.7580525,988.6321439,988.6549991
Yorkville,8,702.1086118,366.6694272,825.5752197,702.1086118
park-cemetery-etc-Bronx,8,1000,998.6377349,1000,1000
park-cemetery-etc-Brooklyn,8,971.2297857,922.4574779,997.9676651,971.2297857
park-cemetery-etc-Manhattan,8,842.4982809,780.3206468,971.8557682,842.4982809
park-cemetery-etc-Queens,8,999.6562224,993.2224049,999.7215379,999.6562224
park-cemetery-etc-Staten Island,8,1000,1000,1000,1000
Airport,9,1000,975.0920215,1000,1000
Allerton-Pelham Gardens,9,1000,1000,1000,1000
Annadale-Huguenot-Prince's Bay-Eltingville,9,1000,941.6567583,1000,1000
Arden Heights,9,1000,1000,1000,1000
Astoria,9,794.7282506,492.0686691,732.3763524,794.7282506
Auburndale,9,1000,1000,1000,1000
Baisley Park,9,1000,1000,1000,1000
Bath Beach,9,1000,998.2005035,1000,1000
Battery Park City-Lower Manhattan,9,478.0711506,468.6229412,848.3179886,478.0711506
Bay Ridge,9,1000,881.3890042,1000,1000
Bayside-Bayside Hills,9,1000,910.3238093,1000,1000
Bedford,9,884.4006785,834.377604,961.8672863,884.4006785
Bedford Park-Fordham North,9,1000,999.0202017,1000,1000
Bellerose,9,1000,999.8631229,1000,1000
Belmont,9,1000,832.6546838,1000,1000
Bensonhurst East,9,1000,879.0018711,1000,1000
Bensonhurst West,9,1000,856.2627374,1000,1000
Borough Park,9,1000,946.9138731,1000,1000
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,9,1000,1000,1000,1000
Briarwood-Jamaica Hills,9,1000,991.3224728,1000,1000
Brighton Beach,9,1000,987.9491759,1000,1000
Bronxdale,9,1000,1000,1000,1000
Brooklyn Heights-Cobble Hill,9,653.3441072,517.8174563,962.4810507,653.3441072
Brownsville,9,1000,1000,1000,1000
Bushwick North,9,686.1302012,349.8540216,637.3860316,686.1302012
Bushwick South,9,757.9489697,684.5515818,763.686371,757.9489697
Cambria Heights,9,1000,1000,1000,1000
Canarsie,9,1000,1000,1000,1000
Carroll Gardens-Columbia Street-Red Hook,9,857.1055958,687.9457541,913.6301441,857.1055958
Central Harlem North-Polo Grounds,9,1000,804.5446421,1000,1000
Central Harlem South,9,942.9219735,572.3783779,1000,942.9219735
Charleston-Richmond Valley-Tottenville,9,1000,1000,1000,1000
Chinatown,9,399.0866974,235.3184503,521.7036506,399.0866974
Claremont-Bathgate,9,1000,939.1266536,1000,1000
Clinton,9,725.3293633,481.5466467,665.655008,725.3293633
Clinton Hill,9,779.9512264,577.9504033,922.1511497,779.9512264
Co-op City,9,1000,1000,1000,1000
College Point,9,1000,1000,1000,1000
Corona,9,1000,978.4710372,1000,1000
Crotona Park East,9,1000,1000,1000,1000
Crown Heights North,9,908.9828223,781.2375298,919.2670259,908.9828223
Crown Heights South,9,893.2647155,811.9496129,954.5421891,893.2647155
Cypress Hills-City Line,9,1000,998.6317792,1000,1000
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,9,615.2931118,455.0157889,868.4256783,615.2931118
Douglas Manor-Douglaston-Little Neck,9,1000,1000,1000,1000
Dyker Heights,9,1000,987.3308924,1000,1000
East Concourse-Concourse Village,9,1000,1000,1000,1000
East Elmhurst,9,1000,876.4685955,1000,1000
East Flatbush-Farragut,9,1000,1000,1000,1000
East Flushing,9,1000,993.5094459,1000,1000
East Harlem North,9,1000,668.6387437,1000,1000
East Harlem South,9,879.7269631,474.2794391,999.1693552,879.7269631
East New York,9,1000,998.1790073,1000,1000
East New York (Pennsylvania Ave),9,1000,1000,1000,1000
East Tremont,9,1000,950.8087788,1000,1000
East Village,9,331.0087624,172.4277929,273.8698443,331.0087624
East Williamsburg,9,915.2234288,713.4094128,843.9841936,915.2234288
Eastchester-Edenwald-Baychester,9,1000,1000,1000,1000
Elmhurst,9,999.7987883,733.4063356,1000,999.7987883
Elmhurst-Maspeth,9,998.61026,826.5378234,1000,998.61026
Erasmus,9,1000,999.2415562,1000,1000
Far Rockaway-Bayswater,9,1000,1000,1000,1000
Flatbush,9,1000,904.6517872,1000,1000
Flatlands,9,1000,1000,1000,1000
Flushing,9,1000,589.111379,1000,1000
Fordham South,9,1000,988.0654693,1000,1000
Forest Hills,9,1000,886.7780367,1000,1000
Fort Greene,9,774.749291,478.3443628,837.0738435,774.749291
Fresh Meadows-Utopia,9,1000,999.1794001,1000,1000
Ft. Totten-Bay Terrace-Clearview,9,1000,1000,1000,1000
Georgetown-Marine Park-Bergen Beach-Mill Basin,9,1000,1000,1000,1000
Glen Oaks-Floral Park-New Hyde Park,9,1000,999.9677977,1000,1000
Glendale,9,999.8241527,820.6255591,999.8675853,999.8241527
Gramercy,9,487.1822747,284.836473,511.9094243,487.1822747
Grasmere-Arrochar-Ft. Wadsworth,9,1000,1000,1000,1000
Gravesend,9,1000,999.2747691,1000,1000
Great Kills,9,1000,885.9395659,1000,1000
Greenpoint,9,822.2895361,610.2563512,730.7844175,822.2895361
Grymes Hill-Clifton-Fox Hills,9,1000,1000,1000,1000
Hamilton Heights,9,970.8987545,833.3764245,1000,970.8987545
Hammels-Arverne-Edgemere,9,1000,1000,1000,1000
Highbridge,9,1000,1000,1000,1000
Hollis,9,1000,1000,1000,1000
Homecrest,9,1000,995.9958377,1000,1000
Hudson Yards-Chelsea-Flatiron-Union Square,9,565.821915,398.8345651,657.6328204,565.821915
Hunters Point-Sunnyside-West Maspeth,9,970.6435791,713.119191,993.3899247,970.6435791
Hunts Point,9,1000,1000,1000,1000
Jackson Heights,9,998.1197307,742.7219396,1000,998.1197307
Jamaica,9,1000,987.4281982,1000,1000
Jamaica Estates-Holliswood,9,1000,998.9299962,1000,1000
Kensington-Ocean Parkway,9,1000,693.0850474,1000,1000
Kew Gardens,9,1000,999.7023746,1000,1000
Kew Gardens Hills,9,1000,998.8744953,1000,1000
Kingsbridge Heights,9,1000,1000,1000,1000
Laurelton,9,1000,989.5242733,1000,1000
Lenox Hill-Roosevelt Island,9,770.6775147,568.4848933,993.7436759,770.6775147
Lincoln Square,9,614.7245046,506.095021,883.8075372,614.7245046
Lindenwood-Howard Beach,9,1000,1000,1000,1000
Longwood,9,1000,1000,1000,1000
Lower East Side,9,783.1686514,662.8734827,796.0684426,783.1686514
Madison,9,1000,994.0369299,1000,1000
Manhattanville,9,999.9435756,777.4022444,1000,999.9435756
Marble Hill-Inwood,9,1000,814.6552603,1000,1000
Mariner's Harbor-Arlington-Port Ivory-Graniteville,9,1000,1000,1000,1000
Maspeth,9,1000,960.8661012,1000,1000
Melrose South-Mott Haven North,9,1000,1000,1000,1000
Middle Village,9,999.9980916,979.4690187,1000,999.9980916
Midtown-Midtown South,9,341.4122792,273.6244371,562.5483072,341.4122792
Midwood,9,1000,1000,1000,1000
Morningside Heights,9,652.0035458,545.7316502,1000,652.0035458
Morrisania-Melrose,9,1000,1000,1000,1000
Mott Haven-Port Morris,9,1000,1000,1000,1000
Mount Hope,9,1000,1000,1000,1000
Murray Hill,9,1000,977.312356,1000,1000
Murray Hill-Kips Bay,9,615.9129407,445.8123315,889.515104,615.9129407
New Brighton-Silver Lake,9,1000,1000,1000,1000
New Dorp-Midland Beach,9,1000,1000,1000,1000
New Springville-Bloomfield-Travis,9,1000,1000,1000,1000
North Corona,9,1000,727.3072798,1000,1000
North Riverdale-Fieldston-Riverdale,9,1000,1000,1000,1000
North Side-South Side,9,650.0853715,381.3030031,545.4820303,650.0853715
Norwood,9,1000,1000,1000,1000
Oakland Gardens,9,1000,1000,1000,1000
Oakwood-Oakwood Beach,9,1000,1000,1000,1000
Ocean Hill,9,995.1930652,991.1938534,1000,995.1930652
Ocean Parkway South,9,1000,1000,1000,1000
Old Astoria,9,900.4635446,723.56409,964.0971783,900.4635446
Old Town-Dongan Hills-South Beach,9,1000,1000,1000,1000
Ozone Park,9,1000,1000,1000,1000
Park Slope-Gowanus,9,549.3294077,442.251173,782.6539872,549.3294077
Parkchester,9,1000,882.5045543,1000,1000
Pelham Bay-Country Club-City Island,9,1000,1000,1000,1000
Pelham Parkway,9,1000,1000,1000,1000
Pomonok-Flushing Heights-Hillcrest,9,1000,1000,1000,1000
Port Richmond,9,1000,1000,1000,1000
Prospect Heights,9,462.1704737,347.0017971,607.8100889,462.1704737
Prospect Lefferts Gardens-Wingate,9,1000,973.1988766,1000,1000
Queens Village,9,1000,999.4052916,1000,1000
Queensboro Hill,9,1000,951.8779927,1000,1000
Queensbridge-Ravenswood-Long Island City,9,988.3384324,769.8269413,992.5801087,988.3384324
Rego Park,9,1000,856.6490569,1000,1000
Richmond Hill,9,1000,987.2748571,1000,1000
Ridgewood,9,876.1187893,579.1238816,884.5375044,876.1187893
Rikers Island,9,1000,1000,1000,1000
Rosedale,9,1000,996.5498429,1000,1000
Rossville-Woodrow,9,1000,1000,1000,1000
Rugby-Remsen Village,9,1000,1000,1000,1000
Schuylerville-Throgs Neck-Edgewater Park,9,1000,1000,1000,1000
Seagate-Coney Island,9,1000,998.6956139,1000,1000
Sheepshead Bay-Gerritsen Beach-Manhattan Beach,9,1000,997.4185438,1000,1000
SoHo-TriBeCa-Civic Center-Little Italy,9,459.7085669,311.8473042,585.8673186,459.7085669
Soundview-Bruckner,9,1000,757.9380069,1000,1000
Soundview-Castle Hill-Clason Point-Harding Park,9,1000,999.7450812,1000,1000
South Jamaica,9,1000,1000,1000,1000
South Ozone Park,9,1000,1000,1000,1000
Springfield Gardens North,9,1000,1000,1000,1000
Springfield Gardens South-Brookville,9,1000,1000,1000,1000
Spuyten Duyvil-Kingsbridge,9,1000,1000,1000,1000
St. Albans,9,1000,1000,1000,1000
Stapleton-Rosebank,9,1000,999.9688942,1000,1000
Starrett City,9,1000,1000,1000,1000
Steinway,9,921.3866972,809.9749146,952.8515651,921.3866972
Stuyvesant Heights,9,885.8730836,809.3425179,904.3824432,885.8730836
Stuyvesant Town-Cooper Village,9,777.3115804,640.9399856,703.1953127,777.3115804
Sunset Park East,9,998.8190771,862.3813569,1000,998.8190771
Sunset Park West,9,977.8895405,925.6937802,998.3016928,977.8895405
Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,9,1000,1000,1000,1000
Turtle Bay-East Midtown,9,553.2016836,375.6897241,864.630366,553.2016836
University Heights-Morris Heights,9,1000,1000,1000,1000
Upper East Side-Carnegie Hill,9,510.8789578,411.0073648,930.2108646,510.8789578
Upper West Side,9,666.951062,445.5541292,975.7267518,666.951062
Van Cortlandt Village,9,1000,1000,1000,1000
Van Nest-Morris Park-Westchester Square,9,1000,1000,1000,1000
Washington Heights North,9,1000,818.9274855,1000,1000
Washington Heights South,9,1000,922.9615425,1000,1000
West Brighton,9,1000,999.7456591,1000,1000
West Concourse,9,1000,1000,1000,1000
West Farms-Bronx River,9,1000,806.7883656,1000,1000
West New Brighton-New Brighton-St. George,9,1000,1000,1000,1000
West Village,9,368.97827,241.4902066,399.0607672,368.97827
Westchester-Unionport,9,1000,976.5340691,1000,1000
Westerleigh,9,1000,1000,1000,1000
Whitestone,9,1000,1000,1000,1000
Williamsbridge-Olinville,9,1000,1000,1000,1000
Williamsburg,9,995.7967748,838.4116749,937.4341212,995.7967748
Windsor Terrace,9,961.1775075,710.648979,999.6101002,961.1775075
Woodhaven,9,1000,827.6982273,1000,1000
Woodlawn-Wakefield,9,1000,1000,1000,1000
Woodside,9,996.1592331,711.0536887,993.6367063,996.1592331
Yorkville,9,723.7777486,381.5651797,858.7992324,723.7777486
park-cemetery-etc-Bronx,9,1000,999.6075062,1000,1000
park-cemetery-etc-Brooklyn,9,974.7751006,932.4013514,999.3980859,974.7751006
park-cemetery-etc-Manhattan,9,860.8434389,797.0095613,980.5381518,860.8434389
park-cemetery-etc-Queens,9,999.7980627,994.6775783,999.940297,999.7980627
park-cemetery-etc-Staten Island,9,1000,1000,1000,1000
Airport,10,1000,977.9606181,1000,1000
Allerton-Pelham Gardens,10,1000,1000,1000,1000
Annadale-Huguenot-Prince's Bay-Eltingville,10,1000,958.4945459,1000,1000
Arden Heights,10,1000,1000,1000,1000
Astoria,10,816.501702,511.1451807,761.9022358,816.501702
Auburndale,10,1000,1000,1000,1000
Baisley Park,10,1000,1000,1000,1000
Bath Beach,10,1000,999.2018469,1000,1000
Battery Park City-Lower Manhattan,10,492.9568063,479.1724239,868.3781632,492.9568063
Bay Ridge,10,1000,905.4572014,1000,1000
Bayside-Bayside Hills,10,1000,923.626036,1000,1000
Bedford,10,924.7138139,859.3071627,971.7055374,924.7138139
Bedford Park-Fordham North,10,1000,999.4357205,1000,1000
Bellerose,10,1000,1000,1000,1000
Belmont,10,1000,847.1959751,1000,1000
Bensonhurst East,10,1000,887.9271371,1000,1000
Bensonhurst West,10,1000,877.795593,1000,1000
Borough Park,10,1000,958.280911,1000,1000
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,10,1000,1000,1000,1000
Briarwood-Jamaica Hills,10,1000,998.1114915,1000,1000
Brighton Beach,10,1000,997.5723099,1000,1000
Bronxdale,10,1000,1000,1000,1000
Brooklyn Heights-Cobble Hill,10,680.6377732,541.7877422,970.9094975,680.6377732
Brownsville,10,1000,1000,1000,1000
Bushwick North,10,719.5675822,372.2311645,676.4134178,719.5675822
Bushwick South,10,792.7978893,707.4554328,793.4701729,792.7978893
Cambria Heights,10,1000,1000,1000,1000
Canarsie,10,1000,1000,1000,1000
Carroll Gardens-Columbia Street-Red Hook,10,868.0526724,702.5056327,930.1311264,868.0526724
Central Harlem North-Polo Grounds,10,1000,828.4311012,1000,1000
Central Harlem South,10,957.7518128,601.4450841,1000,957.7518128
Charleston-Richmond Valley-Tottenville,10,1000,1000,1000,1000
Chinatown,10,418.8499288,242.3600796,545.6795684,418.8499288
Claremont-Bathgate,10,1000,939.5463949,1000,1000
Clinton,10,744.1170499,505.7695381,690.3123429,744.1170499
Clinton Hill,10,818.6456364,604.9893794,932.4545532,818.6456364
Co-op City,10,1000,1000,1000,1000
College Point,10,1000,1000,1000,1000
Corona,10,1000,992.1443743,1000,1000
Crotona Park East,10,1000,1000,1000,1000
Crown Heights North,10,921.7777263,797.3397178,929.5786971,921.7777263
Crown Heights South,10,899.3074515,830.0079849,971.2014311,899.3074515
Cypress Hills-City Line,10,1000,999.4429264,1000,1000
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,10,639.6778095,477.4328159,882.6634173,639.6778095
